Date,Description
"January 25, 1986",Calvin comes in the door and yells a question about when lunch is to his Mom.  She's busy in the kitchen. Calvin yells that he's hungry and wants to eat now.  Calvin receives a map to the refrigerator.
"January 25, 1987","Calvin and Hobbes are playing checkers.  Hobbes makes some jumps and wins the game.  Calvin pitches a fit. He says he hates it when Hobbes wins, he hates the game, he hates the world.  Calvin goes on to accuse Hobbes of cheating, and says he didn't want to play in the first place.  Around and around he goes, yelling the whole time, until he flops down to the ground panting.  Hobbes reminds him it's just a game.  Calvin says he knows and that Hobbes should see him when he loses in real life."
"January 25, 1988","Calvin can't believe he has to do an assignment with Susie.  Susie warns him about doing a great job.  She doesn't want to flunk because she got a doofus for a partner.  Calvin reminds her that she picks her sandwiches apart and eats the ingredients separately.  Susie wants to know what's wrong with that.  Calvin says that makes her a grade ""A"" nimrod.  Susie yells that it does not."
"January 25, 1989","Calvin tells Hobbes that people are rotten.  He says when he grows up, he's going to live a million miles from everyone.  Hobbes asks how he'll survive and eat.  Calvin suggests Mom could come by twice a day to cook.  Hobbes says that would be quite a commute."
"January 25, 1990","Number four comes in the bedroom.  He tells the others it's okay to come out.  They ask how school went.  He tells them he was sent to the principal's office, just like numbers two and five did.  Calvin says not even he got sent to the principal's office every day.  He says they're making him look bad.  One of the duplicates says that if Calvin doesn't like their performance, he can go to school himself.  Calvin says they shouldn't jump to conclusions.  All he's saying is there is room for improvement."
"January 25, 1991","Calvin and Hobbes sit on the toboggan at the top of the hill.  Calvin speculates that if they go fast enough and pull up just as they hit the rocks, they might clear the ravine and have the ride of their lives.  He goes on to say if they miss, they'll spend their remaining days hooked up to machines and intravenous fluids.  He raises his fist and says it's either spectacular, unbelievable success, or crushing, hopeless defeat.  There is no middle ground.  Later, inside the house, Hobbes is lying in front of the fireplace reading a comic book.  Calvin walks up to him and admits there is a middle ground, but it's for sissy weasels."
"January 25, 1993","Calvin tells Hobbes he likes to verb words.  He takes nouns and adjectives and uses them as verbs.  He asks Hobbes if he remembers when ""access"" was a thing.  Now, it's something you do.  Calvin says verbing weirds language.  Hobbes hopes they can eventually make language a complete impediment to understanding."
"January 25, 1994","Calvin comes into the house.  He takes his boots, coat, and hat off.  His hair is all messed up.  As he comes up to Hobbes, Calvin says he knows he has hat hair, Hobbes doesn't need to tell him.  Hobbes says it's not that different."
"January 25, 1995",Calvin is reading and complains everything is too hard.  He wishes he could take a pill to be perfect.  He wishes he could push a button to have whatever he wanted.  Hobbes says the American dream lives on.  Calvin asks why he should have to work for everything.  It's like saying he doesn't deserve it.
"January 26, 1986",Spaceman Spiff is going down.  He fights to control his damaged spacecraft.  Spiff careens through the alien canyon but ejects right before impact.  Mom asks whether he's done running through the house or if he is going to fall down the steps again.  Calvin thinks Spiff has regained consciousness at the feet of a sarcastic alien.
"January 26, 1987","Calvin and Hobbes are walking to Susie's party.  Calvin has a gift in his hands.  As they approach her home, Calvin says this is their last chance to not show up and have a new bike horn."
"January 26, 1988","Calvin suggests that since they have to work together, they might as well get it done.  He asks what they're supposed to be doing.  Susie yells at him for not paying attention.  She tells him that if she wasn't there to ask, he'd flunk and be sent back to kindergarten.  Calvin replies that some kids do poorly because the class is too slow, that the kid is too smart for the class.  Susie rolls her eyes and says ""Oh, right.  You're too smart"".  Calvin goes on to point out that Einstein got bad grades in school, and Calvin's are even worse than his."
"January 26, 1989","Calvin comes home complaining about an assignment he got.  He has to write about an adventure he had. Calvin argues that his life has been one big bore from the beginning.  He's never been abducted by pirates, never faced down a charging rhino, been in a shoot-out, or on a bombing run.  Hobbes asks about the time he backed the car through the garage door.  Calvin doesn't think that was an adventure.  He never even got on the highway."
"January 26, 1990","Calvin tells Hobbes they need to get rid of the duplicates.  All they do is get him in trouble.  Calvin says everyone thinks he's doing all these rotten things, when it's really a duplicate.  He's being framed by his own doubles.  A bunch of duplicates run past Calvin, saying ""run"" and ""hide"".  Hobbes says it appears Calvin has perpetrated another crime.  Calvin complains that the worst part is that he doesn't even have the fun of doing the stuff he's getting blamed for."
"January 26, 1991","Calvin throws a snowball.  Hobbes walks over to Calvin while brushing off snow from his shoulder.  Calvin looks worried.  Hobbes puts Calvin on the ground.  Calvin is stuck, rolled up in the middle of a big snowball."
"January 26, 1993",Calvin sees chocolate chip cookie batter.  He asks Mom if he can have some.  She says it's got raw eggs in it and he could get salmonella poisoning.  Calvin walks off lamenting one more nostalgic part of childhood going THBPPTH.
"January 26, 1994","Calvin has shoveled some holes on the sidewalk.  Dad tries to step in the holes to get to the house.  Calvin tells him that if he jumps right, Calvin doesn't need to waste time shoveling the entire walk."
"January 26, 1995","At school, Calvin looks at the clock and sees it's almost 11:00.  He says the last two hours really flew by.  He hopes the teacher didn't say anything important."
"January 27, 1986","Calvin calls Dad at work.  He asks how Dad's day is going and comments on the pretty day.  Calvin wonders if Dad will be bringing any presents home tonight.  He just thought he'd ask.  Then, Calvin tells Dad that he supposes he wonders why Calvin called.  Calvin is standing on a ladder, wrench in hand, with water all over the floor."
"January 27, 1987","Susie opens the door, and Calvin hands her the gift.  She thanks them for coming and they step inside.  She notices Hobbes is wearing a tie.  She picks him up and hugs him.  Grudgingly, Calvin tells Hobbes that he was right about girls flipping for ties and that he can stop winking at him."
"January 27, 1988","Calvin and Susie are in the library.  Susie tells him they're supposed to be researching the planet Mercury. Calvin wants to know what they've found out.  Susie replies ""nothing"".  She has no intention of doing all the work.  Calvin figures she'd probably goof it all up if she did everything.  Calvin wants to be management, with Susie being labor.  He tells her to get some books.  Susie shouts out to see if anyone wants to trade partners."
